"search_string"	"feilstaving_av"
"fysioterapit"	"fysioterapi"
"fysioterapo"	"fysioterapi"
"fysioterapu"	"fysioterapi"
"fysioteraput"	"Fysioterapeut"
"fysioterapy"	"fysioterapi"
"fysioterepaut"	"fysioterapaut"
"fysioteropaut"	"fysioterapaut"
"fysioterpai"	"fysioterapi"
"fysioterpaut"	"fysioterapeut"
"fysioterpi"	"fysioterapi"
"fysioterrapaut"	"fysioterapaut"
"fysiotetapi"	"fysioterapi"
"fysiotherapi"	"fysioterapi"
"fysiotrapi"	"fysioterapi"
"fysisk aktivitet og ærnering"	"fysisk aktivitet og ernæring"
"fysisker"	"fysiker"
"fysiterapaut"	"fysioterapaut"
"fysker"	"fisker"
"fysolog"	"fysiologi"
"fysologi"	"fysiologi"
"fysot"	"fysioterapeut"
"fysotarapaut"	"fysioterapaut"
"fysotarapi"	"fysioterapi"
"fysotera"	"fysioterapi"
"fysoterap"	"fysioterapi"
"fysoterapaut"	"fysioterapaut"
"fysoterapi"	"fysioterapi"
"fysoteropaut"	"fysioterapaut"
"fysoteropi"	"fysioterapi"
"fysotrapi"	"fysioterapi"
"fyssiker"	"fysiker"
"fyveleder"	"flygeleder"
"færder vgs"	"helsefag Vg2"
"færskolelærer"	"førskolelærer"
"fødsellege"	"fødselslege"
"før skole lærer"	"førskolelærer"
"før skolelærer"	"førskolelærer"
"førehund"	"førerhund"
"førehundtrener"	"førerhundtrener"
"førerhundetrener"	"førerhundtrener"
"førerlærer"	"kjørelærer"
"førerskolelærer"	"førskolelærer"
"føreskole"	"førskole"
"føreskole lærer"	"førskolelærer"
"føreskolelærer"	"førskolelærer"
"førkurs"	"forkurs"
"førskol"	"førskole"
"førskole lærer"	"førskolelærer"
"førskolekærer"	"førskolelærer"
"førskolel rer"	"førskolelærer"
"førskolelær"	"førskolelærer"
"førskolelærar"	"førskolelærer"
"førskolelære"	"førskolelærer"
"førskolelærere"	"førskolelærer"
"førskolelører"	"førskolelærer"
"førskule"	"førskole"
"førskule lærar"	"førskolelærer"
"førskule lærer"	"førskolelærer"
"førskulelærarar"	"førskolelærer"
"første konsulent"	"førstekonsulent"
"første lektor"	"førstelektor"
"første maskinist"	"førstemaskinist"
"første styrmann"	"førstestyrmann"
"førsteamanuesis"	"førsteamanuensis"
"førsteamenuensis"	"førsteamanuensis"
"førsteamuensis"	"førsteamanuensis"
"førsteamunensis"	"førsteamanuensis"
"førsteemanuensis"	"førsteamanuensis"
"førstegangs vitnemål"	"førstegangsvitnemål"
"førstelinjetjenester vg3"	"helsefagarbeider Vg2"
"førstemanuensis"	"førsteamanuensis"
"førsteskolelærer"	"førskolelærer"
"førstskolelærer"	"førskolelærer"
"førtrykkere"	"førtrykker"
"føskolelærer"	"førskolelærer"
"føy"	"fly"
"føygeleder"	"flygeleder"
"føyvert"	"flyvert"
"føyvertinne"	"flyvertinne"
"gamedesigner"	"game designer"
"gameing"	"gaming"
"gamle heim"	"gamlehjem"
"gamle hjem"	"gamlehjem"
"gammle hjem"	"gamlehjem"
"gand vgs"	"helseservicefag Vg2"
"gardemoen"	"gardermoen"
"garnter"	"gartner"
"gartener"	"gartner"
"gartnere"	"gartner"
"gartnermedarbeider"	"gartnerimedarbeider"
"gastro kirurg"	"gastrokirurgi"
"gastroentrolog"	"gastroenterolog"
"gate kjøkken"	"gatekjøkken"
"gatekjøken"	"gatekjøkken"
"gatner"	"gartner"
"gelog"	"geolog"
"geming"	"gaming"
"genbiolog"	"gen biolog"
"genbonde"	"gen bonde"
"geneforsker"	"genforsker"
"genekolog"	"gynekolog"
"general major"	"generalmajor"
"generell studiekompentanse"	"generell studiekompetanse"
"generell studiekompetane"	"generell studiekompetanse"
"generell studiekompitanse"	"generell studiekompetanse"
"generell studiekopetanse"	"generell studiekompetanse"
"genetik"	"genetikk"
"genetikker"	"genetiker"
"geningeniør"	"geningeniør"
"genokolog"	"gynekolog"
"genolog"	"geolog"
"genrell studiekompetanse"	"generell studiekompetanse"
"geoforsker"	"geofysiker"
"geofysik"	"geofysikk"
"geofysikee"	"geofysiker"
"geofysikker"	"geofysiker"
"geofysisker"	"geofysiker"
"geoglog"	"geologi"
"geografi lærer"	"geografilærer"
"geogysiker"	"geofysiker"
"geolag"	"geolog"
"geolgi"	"geologi"
"geoligi"	"geologi"
"geolof"	"geolog"
"geologer"	"geolog"
"geologer og geofysikere"	"geolog og geofysiker"
"geologi og geofare"	"geologi og geofare"
"geologingeniør"	"geologiingeniør"
"geologo"	"geologi"
"geoloh"	"geolog"
"geomati"	"geometri"
"geomatik"	"geomatikk"
"geomatikker"	"geomatiker"
"geomatikkingeniører"	"geomatikkingeniører"
"georgafi"	"geografi"
"geoteknik"	"geoteknikk"
"geoteknikker"	"geotekniker"
"geotekninker"	"geotekniker"
"geovitskap"	"geovitenskap"
"gestalt terapi"	"gestaltterapi"
"geunnskolelærer"	"grunnskolelærer"
"ginekolog"	"gynekolog"
"ginokolog"	"gynekolog"
"giropraktor"	"kiropraktor"
"girurg"	"kirurg"
"gjennomsnitt lønn"	"gjennomsnittslønn"
"gjennomsnittlønn"	"gjennomsnittslønn"
"gjennvining"	"gjenvinning"
"gjennvinn"	"gjenvinning"
"gjennvinning"	"gjenvinning"
"gjennvinnings"	"gjenvinning"
"gjennvinningsarbeider"	"gjenvinnings arbeider"
"gjennvinningsfag"	"gjenvinningsfaget"
"gjennvinningsfaget"	"gjenvinningsfaget"
"gjenvining"	"gjenvinning"
"gjenvinningsarbeider"	"gjenvinnings arbeider"
"gjerdemontør"	"gjerdemontør"
"gjordmor"	"jordmor"
"gjøtler"	"gjørtler"
"gjøvik"	"Gjøvik"
"gjøvik vgs"	"i utlandet Vg2"
"glass blåser"	"glassblåser"
"glassmaler"	"glassmaler"
"glsm"	"GLSM"
"godteritester"	"godteritester"
"goefysiker"	"geofysiker"
"goelog"	"geologi"
"goelogi"	"geologi"
"golf spiller"	"golfspiller"
"golvlegger"	"gulvlegger"
"grafik design"	"grafisk design"
"grafik designer"	"grafisk designer"
"grafis"	"grafisk"
"grafisk deisgn"	"grafisk design"
"grafisk desgin"	"grafisk design"
"grafisk desginer"	"grafisk designer"
"grafisk desig"	"grafisk design"
"grafisk designe"	"grafisk design"
"grafisk desing"	"grafisk design"
"grafisk desinger"	"grafisk designer"
"gramatikk"	"grammatikk"
"granader"	"granader"
"gratis bilett"	"gratis billett"
"gratner"	"gartner"
"grave makin sjåfør"	"gravemaskinsjåfør"
"gravemaskin sjofør"	"gravemaskinsjåfør"
"gravemaskin sjåfør"	"gravemaskinsjåfør"
"gravemaskinkjører"	"gravemaskinfører"
"gravemaskinsfører"	"gravemaskinfører"
"gravemaskinsjofør"	"gravemaskinfører"
"gravermaskin"	"gravemaskin"
"gravferdkonsulent"	"gravferdskonsulent"
"gravferdskonsulenr"	"gravferdskonsulent"
"gravkonsulent"	"gravferdskonsulent"
"gravmaskin fører"	"gravemaskinfører"
"gravmaskinfører"	"gravemaskinfører"
"gravmaskinsjåfør"	"gravemaskinsjåfør"
"green keeper"	"greenkeeper"
"grense kontrollør"	"grensekontrollør"
"grense politi"	"grensepoliti"
"grense vakt"	"grensevakt"
"grensekontrolør"	"grensekontrollør"
"gressvokter"	"gress vokter"
"grolog"	"geolog"
"grosist"	"grossist"
"groundhandler"	"ground handler"
"grtner"	"gartner"
"gruder"	"gründer"
"grunbskolelærer"	"grunnskolelærer"
"grunder"	"gründer"
"grunn medisin"	"grunnmedisin"
"grunnakolelærer"	"grunnskolelærer"
"grunnborrer"	"grunnborer"
"grunnkolelærer"	"grunnskolelærer"
"grunnmedesin"	"grunnmedisin"
"grunnnskolelærer"	"grunnskolelærer"
"grunnskol"	"grunnskole"
"grunnskole lære"	"grunnskolelærer"
"grunnskole lærer 1-7"	"grunnskolelærer 1-7"
"grunnskole lærer 5-10"	"grunnskolelærer 5-10"
"grunnskole lærere"	"grunnskolelærer"
"grunnskole lører"	"grunnskolelærer"
"grunnskolel"	"grunnskolelærer"
"grunnskolel rer"	"grunnskolelærer"
"grunnskolelektor"	"grunnskolelektor"
"grunnskolelæ"	"grunnskolelærer"
"grunnskolelæer"	"grunnskolelærer"
"grunnskolelær"	"grunnskolelærer"
"grunnskolelære"	"grunnskolelærer"
"grunnskolelæree"	"grunnskolelærer"
"grunnskolelæreer"	"grunnskolelærer"
"grunnskolelærer 1-7"	"Grunnskolelærerutdanning 1.-7."
"grunnskolelærer 5-10"	"Grunnskolelærerutdanning 5.-10."
"grunnskolelærere"	"grunnskolelærer"
"grunnskolelæret"	"grunnskolelærer"
"grunnskolelærwr"	"grunnskolelærer"
"grunnskolærer"	"grunnskolelærer"
"grunnskule lærar"	"grunnskolelærer"
"grunnskule lærer"	"grunnskolelærer"
"grunnskulelærar"	"grunnskolelærer"
"grunnskulelærere"	"grunnskolelærer"
"grunnsolelærer"	"grunnskolelærer"
"grunnstudie"	"grunnstudium"
"grunskole"	"grunnskole"
"grunskolelærer"	"grunnskolelærer"
"gruppe instruktør"	"gruppeinstruktør"
"gruve arbeider"	"gruvearbeider"
"gruvearbeidar"	"gruvearbeider"
"gudie"	"guide"
"gulllsmed"	"gullsmed"
"gullsmad"	"gullsmed"
"gullsme"	"gullsmed"
"gulsmed"	"gullsmed"
"gulvleger"	"gulvlegger"
"gulvlegg"	"gulvbelegg"
"gummiproduksjonsarbeider"	"gummiproduksjonsarbeider"
"gunekolog"	"gynekolog"
"gunnskolelærer"	"grunnskolelærer"
"gunokolog"	"gynekolog"
"guvenør"	"guvernør"
"gwolog"	"geolog"
"gyenkolog"	"gynekolog"
"gym lærer"	"gymlærer"
"gym lører"	"gymlærer"
"gymlære"	"gymlærer"
"gymlører"	"gymlærer"
"gymmlærer"	"gymlærer"
"gyne"	"gynekolog"
"gynekol"	"gynekolog"
"gynekolg"	"gynekolog"
"gynekolig"	"gynekolog"
"gynekolo"	"gynekolog"
"gynekoloh"	"gynekolog"
"gynelog"	"gynekolog"
"gynikolog"	"gynekolog"
"gynkolog"	"gynekolog"
"gynnekolog"	"gynekolog"
"gynogolog"	"gynekolog"
"gynokelog"	"gynekolog"
"gynokolg"	"gynekolog"
"gynokolog"	"gynekolog"
"gynolog"	"gynekolog"
"gårdsbruker"	"gårdbruker"
"gårdsmedarbeider"	"gårdsmedarbeider"
"gårsbruk"	"gårdsbruk"
"habruk"	"havbruk"
"halvtår"	"halvårsstudium"
"halvtårsstudie"	"halvårsstudium"
"halvtårsstudium"	"halvårsstudium"
"halvårsstudie"	"halvårsstudium"
"halvårstudium"	"halvårsstudium"
"handball spiller"	"håndballspiller"
"handballspiller"	"håndballspiller"
"handballtrener"	"håndballtrener"
"handel og skips megler"	"handels- og skipsmegler"
"handelhøyskolen"	"handelshøyskole"
"handelmegler"	"handelsmegler"
"handels - og skipsmeglere"	"handels- og skipsmegler"
"handels høyskolen"	"handelshøyskole"
"handels og skips megler"	"handels- og skipsmegler"
"handels og skipsmeglere"	"handels og skipsmegler"
"handels- og skipsmeglarar"	"handels- og skipsmegler"
"handels- og skipsmeglere"	"handels- og skipsmegler"
"handelshø"	"handelshøyskole"
"handelshøgskole"	"handelshøyskole"
"handelshøgskolen i bergen"	"Handelshøyskolen i Bergen"
"handelshøyskolen bergen"	"Handelshøyskolen i Bergen"
"handelshøyskolen i bergen"	"Handelshøyskolen i Bergen"
"handles og skipsmegler"	"handels- og skipsmegler"
"handlesmegler"	"handelsmegler"
"hartvik nissen"	"Hartvig Nissen"
"haugesund"	"Haugesund"
"havarietterforsker"	"havarietterforsker"
"havbruker"	"havbruk"
"havbruksakademiet"	"havbruksakademiet"
"havbruksarbeider"	"havbruksarbeider"
"havbruksingenør"	"havbruksingeniør"
"havbruksleder"	"havbruksleder"
"havbrukstekniker"	"havbrukstekniker"
"havbruksteknikker"	"havbrukstekniker"
"havbunninnstalatør"	"havbunnsinstallatør"
"havbunnsinstalatør"	"havbunnsinstallatør"
"havfysiker"	"havfysiker"
"havingeniør"	"havneingeniør"
"havnarbeider"	"havnearbeider"
"havne arbeider"	"havnearbeider"
"havtekn"	"havteknikk"
"he og personalledelse"	"HR og personalledelse"
"hedemark"	"Hedmark"
"heiamontør"	"heismontør"
"heimdal vgs"	"ikt Vg2"
"heimontør"	"heismontør"
"heimvernet"	"Heimevernet"
"heimværnet"	"Heimevernet"
"heis repratør"	"heisreparatør"
"heisekranfører"	"heisekranfører"
"heisemontør"	"heismontør"
"heisingeniør"	"heisingeniør"
"heiskranfører"	"heisekranfører"
"heismekaniker"	"heismekaniker"
"heismon"	"heismontør"
"heismonotør"	"heismontør"
"heismont"	"heismontør"
"heismont r"	"heismontør"
"heismonter"	"heismontør"
"heismontlr"	"heismontør"
"heismontor"	"heismontør"
"heismontær"	"heismontør"
"heismontø"	"heismontør"
"heismontøe"	"heismontør"
"heismonør"	"heismontør"
"heismøntør"	"heismontør"
"heksesekretær"	"helsesekretær"
"hele og oppvekst"	"helse og oppvekst"
"helekopter"	"helikopter"
"helekopter pilot"	"helikopterpilot"
"helekopterpilot"	"helikopterpilot"
"heles"	"helse"
"helesekretær"	"helsesekretær"
"helesesekretær"	"helsesekretær"
"helesykepleier"	"helsesykepleier"
"helesøster"	"helsesøster"
"helikopter lege"	"helikopterlege"
"helikopter mekaniker"	"helikoptermekaniker"
"helikopterambulanse"	"helikopter ambulanse"
"helikopterpi"	"helikopterpilot"
"helikopterpilo"	"helikopterpilot"
"helle elicon"	"Helle elecon"
"hellikopter"	"helikopter"
"hellikopter pilot"	"helikopterpilot"
"hellikopterpilot"	"helikopterpilot"
"hellse"	"helse"
"helokopter"	"helikopter"
"helpepleier"	"hjelpepleier"
"hels og oppvekst"	"helse og oppvekst"
"helse arbeider"	"helsearbeider"
"helse assistent"	"helseassistent"
"helse fage"	"helsefag"
"helse ig oppvekst"	"helse og oppvekst"
"helse informatikk"	"helseinformatikk"
"helse og oppbekst"	"helse og oppvekst"
"helse og oppekst"	"helse og oppvekst"
"helse og opppvekst"	"helse og oppvekst"
"helse og oppvakst"	"helse og oppvekst"
"helse og oppvegst"	"helse og oppvekst"
"helse og oppvek"	"helse og oppvekst"
"helse og oppveks"	"helse og oppvekst"
"helse og oppveksr"	"helse og oppvekst"
"helse og oppvekst vg 1"	"helse og oppvekst vg1"
"helse og oppvekst vg1"	"ikt-servicefag Vg2"
"helse og oppvekst vg2"	"industri Vg2"
"helse og oppvekstfag vg1"	"kjøretøy Vg2"
"helse og oppveksy"	"helse og oppvekst"
"helse og oppvekt"	"helse og oppvekst"
"helse og oppvektst"	"helse og oppvekst"
"helse og oppvelst"	"helse og oppvekst"
"helse og oppveskst"	"helse og oppvekst"
"helse og oppveskt"	"helse og oppvekst"
"helse og oppvest"	"helse og oppvekst"
"helse og oppvkest"	"helse og oppvekst"
"helse og oppvokst"	"helse og oppvekst"
"helse og opvekst"	"helse og oppvekst"
"helse opp vekst"	"helse og oppvekst"
"helse opvekst"	"helse og oppvekst"
"helse rådgiver"	"helserådgiver"
"helse sekretar"	"helsesekretær"
"helse sekreter"	"helsesekretær"
"helse sekritær"	"helsesekretær"
"helse service"	"helseservice"
"helse teknologi"	"helseteknologi"
"helse vg1"	"maritime Vg2"
"helse vg2"	"maritime fag Vg2"
"helse vgs"	"matfag Vg2"
"helse økonom"	"helseøkonom"
"helse økonomi"	"helseøkonomi"
"helseadmin"	"helseadministrasjon"
"helseadministasjon"	"helseadministrasjon"
"helseadministrasjonsekretær"	"helseadministrasjonssekretær"
"helseadminstrasjon"	"helseadministrasjon"
"helsearbeidar"	"helsearbeider"
"helsearbeidere"	"helsearbeider"
"helsee"	"helse"
"helsefa"	"helse"
"helsefagar"	"helsefagarbeider"
"helsefagarbeider vg2"	"pin Vg2"
"helsefagarbeidere"	"helsefagarbeider"
"helsefremmede"	"helsefremmende"
"helseinformatik"	"helseinformatikk"
"helseingeniør"	"helseingeniør"
"helseinstitusjonsassistent"	"helseinstitusjon assistent"
"helseinstruktør"	"helseinstruktør"
"helsejurist"	"helsejurist"
"helsejus"	"helsejuss"
"helsekontrollør"	"helsekontroll"
"helsekordinator"	"helsekoordinator"
"helsekretær"	"helsesekretær"
"helsekræter"	"helsesekretær"
"helseledelse og helse økonomi"	"helseledelse og helseøkonomi"
"helseledelse og helseøkonmi"	"helseledelse og helseøkonomi"
"helseoppvekst"	"helse og oppvekst"
"helsepersonal"	"helsepersonell"
"helsepersonel"	"helsepersonell"
"helsepsykepleier"	"helsesykepleier"
"helserådgivar"	"helserådgiver"
"helses ster"	"helsesøster"
"helsesekeretær"	"helsesekretær"
"helsesekertær"	"helsesekretær"
"helsesekr"	"helsesektor"
"helsesekratær"	"helsesekretær"
"helsesekre"	"helsesekretær"
"helsesekret"	"helsesekretær"
"helsesekret r"	"helsesekretær"
"helsesekretaer"	"helsesekretær"
"helsesekretar"	"helsesekretær"
"helsesekreter"	"helsesekretær"
"helsesekretæ"	"helsesekretær"
"helsesekretæe"	"helsesekretær"
"helsesekretæt"	"helsesekretær"
"helsesekretør"	"helsesekretær"
"helsesekreær"	"helsesekretær"
"helsesekriter"	"helsesekretær"
"helsesekritær"	"helsesekretær"
"helsesekrtær"	"helsesekretær"
"helsesektetær"	"helsesekretær"
"helsesektretær"	"helsesekretær"
"helsesektritær"	"helsesekretær"
"helsesektrtær"	"helsesekretær"
"helsesektær"	"helsesøster"
"helseselretær"	"helsesekretær"
"helseserivce"	"helseservice"
"helseservi"	"helseservice"
"helseservic"	"helseservice"
"helseservice vg2"	"reiseliv Vg2"
"helseservicearbeider"	"helseservicearbeider"
"helseservise"	"helseservice"
"helsesevice"	"helseservice"
"helsesikretær"	"helsesekretær"
"helsesikritær"	"helsesekretær"
"helseskeretær"	"helsesekretær"
"helseskertær"	"helsesekretær"
"helseslster"	"helsesøster"
"helsesportpedagog"	"helsesportspedagog"
"helsessøster"	"helsesøster"
"helsesykeplei"	"helsesykepleier"
"helsesykepleiee"	"helsesykepleier"
"helsesykepleier deltid"	"helsesykepleier deltid"
"helsesykepleier lønn"	"helsesykepleier lønn"
"helsesykepleiwr"	"helsesykepleier"
"helsesyster"	"helsesøster"
"helsesæ"	"helse"
"helsesækretær"	"helsesekretær"
"helsesøater"	"helsesøster"
"helsesøser"	"helsesøster"
"helsesøsster"	"helsesøster"
"helsesøste"	"helsesøster"
"helsesøstee"	"helsesøster"
"helsesøstere"	"helsesøster"
"helsesøstre"	"helsesøster"
"helsesøstrr"	"helsesøster"
"helsesøsyer"	"helsesøster"
"helseteknolog"	"helseteknologi"
"helsevesnet"	"helsevesenet"
"helseøster"	"helsesøster"
"helssekretær"	"helsesekretær"
"helssøster"	"helsesøster"
"helste og oppvekst"	"helse og oppvekst"
"helsw"	"helse"
"helsøster"	"helsesøster"
"hemotolog"	"hematolog"
"hent bilett"	"hent billett"
"hermatolog"	"hematolog"
"hese"	"helse"
"hesesøster"	"helsesøster"
"hesimontør"	"heismontør"
"hesle"	"helse"
"heslesekretær"	"helsesekretær"
"heslesøster"	"helsesøster"
"hesmontør"	"heismontør"
"heste trener"	"hestetrener"
"heste veterinær"	"hesteveterinær"
"hestemasør"	"hestemassør"
"hestepoliti"	"hestepoliti"
"hesteterapaut"	"hesteterapeut"
"hestevetrinær"	"hesteveterinær"
"hetland vgs"	"salg, service og sikkerhet Vg2"
"heøse"	"helse"
"heøsesøster"	"helsesøster"
"hiatorie"	"historie"
"hisoriker"	"historiker"
"hisotriker"	"historiker"
"histoie"	"historie"
"histore"	"historie"
"histori"	"historie"
"historie professor"	"historieprofessor"
"historik"	"historiker"
"historike"	"historiker"
"historikker"	"historiker"
"historir"	"historie"
"historiw"	"historie"
"hit man"	"hitman"
"hjelp pleier"	"hjelpepleier"
"hjelpe arbeider"	"hjelpearbeider"
"hjelpe lærer"	"hjelpepleier"
"hjelpe pleier"	"hjelpepleier"
"hjelpe pleir"	"hjelpepleier"
"hjelpearbeidere i nyttevekstproduksjon"	"hjelpearbeidere i nyttevekst produksjon"
"hjelpeleier"	"hjelpepleier"
"hjelpemiddelteknikker"	"hjelpemiddeltekniker"
"hjelpepelier"	"hjelpepleier"
"hjelpeplaier"	"hjelpepleier"
"hjelpeple"	"hjelpepleier"
"hjelpepleiere"	"hjelpepleier"
"hjelpepleir"	"hjelpepleier"
"hjelpepler"	"hjelpepleier"
"hjelpeplier"	"hjelpepleier"
"hjelpesykepleier"	"hjelpesykepleier"
"hjelppleier"	"hjelpepleier"
"hjemme sykepleie"	"hjemmesykepleie"
"hjemme sykepleier"	"hjemmesykepleie"
"hjemmesyk"	"hjemmesykepleie"
"hjemmesykepleir"	"hjemmesykepleie"
"hjemmesykepler"	"hjemmesykepleie"
"hjemmløs"	"hjemløs"
"hjepepleier"	"hjelpepleier"
"hjerne forsker"	"hjerneforsker"
"hjerne kirurg"	"hjernekirurg"
